"","Authors","Title","Year","Cited.by","Affiliations","EID"
"1501","Arslan N.T., Ökmen M.","The economical and international dimensions of the environmental problems, environmental problems in the Black Sea region and the role of the voluntary organizations",2006,3,"Faculty of Economy and Administrative Sciences, Public Administration Department, Cumhuriyet University, 58140 Sivas, Turkey; Salihli Vocational School, Celal Bayar University, Manisa, Turkey","2-s2.0-33644931897"
"1502","Glazer B.T., Luther III G.W., Konovalov S.K., Friederich G.E., Trouwborst R.E., Romanov A.S.","Spatial and temporal variability of the Black Sea suboxic zone",2006,34,"College of Marine Studies, University of Delaware, Lewes, DE 19958, United States; Marine Hydrophysical Institute, Kapitanskaya 2, Sevastopol, 99011, Ukraine; MBARI, 7700 Sandholdt Road, Moss Landing, CA 95039, United States","2-s2.0-33748889958"
"1503","Korotaev G., Oguz T., Riser S.","Intermediate and deep currents of the Black Sea obtained from autonomous profiling floats",2006,14,"Marine Hydrophysical Institute, National Academy of Sciences of Ukraine, Sevastopol, Ukraine; Institute of Marine Sciences, Middle East Technical University, Erdemli, Turkey; School of Oceanography, University of Washington, Seattle, United States","2-s2.0-33748894900"
"1504","Sivri N., Kose E., Feyzioglu A.M.","Modelling the effects of industrial discharged waters to degirmendere River (South Eastern, Black Sea)",2006,4,"Istanbul University, Faculty of Engineering, Department of Environmental Engineering, 34320 Avcilar, Istanbul, Turkey; Karadeniz Technical University, Faculty of Marine Science, 61530 Trabzon, Turkey","2-s2.0-33747201590"
"1505","Ediger D., Soydemir N., Kideys A.E.","Estimation of phytoplankton biomass using HPLC pigment analysis in the southwestern Black Sea",2006,12,"Institute of Marine Sciences, Middle East Technical University, P.O. Box 28, 33731 Erdemli- Mersin, Turkey; Faculty of Fisheries, Mersin University, Mersin, Turkey","2-s2.0-33748906697"
"1506","Yilmaz A., Çoban-Yildiz Y., Telli-Karakoç F., Bologa A.","Surface and mid-water sources of organic carbon by photoautotrophic and chemoautotrophic production in the Black Sea",2006,22,"Middle East Technical University, Institute of Marine Sciences, P.O. Box 28, 33731 Erdemli- Mersin, Turkey; Turkish Scientific and Technological Research Council (TÜBITAK), Marmara Research Center, P.O. Box 21, 41470 Gebze, Kocaeli, Turkey; National Institute for Marine Research and Development, Grigore Antipa, Constanta, Romania","2-s2.0-33749074229"
"1507","Çoban-Yildiz Y., Altabet M.A., Yilmaz A., Tugrul S.","Carbon and nitrogen isotopic ratios of suspended particulate organic matter (SPOM) in the Black Sea water column",2006,29,"BOTAS International Limited, Haydar Aliyev Marine Terminal, Golovasi Mevkii, 01944 Ceyhan, Adana, Turkey; University of Massachusetts, School of Marine Sciences, 706 South Rodney French Blvd, New Bedford, MA 02744-1221, United States; METU-Institute of Marine Sciences, P.O. Box 28, Erdemli, 33731 Mersin, Turkey","2-s2.0-33748944700"
"1508","Oguz T., Ediger D.","Comparision of in situ and satellite-derived chlorophyll pigment concentrations, and impact of phytoplankton bloom on the suboxic layer structure in the western Black Sea during May-June 2001",2006,17,"Institute of Marine Sciences, Middle East Technical University, Erdemli, Turkey","2-s2.0-33748906118"
"1509","Unal E., Frost B.W., Armbrust V., Kideys A.E.","Phylogeography of Calanus helgolandicus and the Black Sea copepod Calanus euxinus, with notes on Pseudocalanus elongatus (Copepoda, Calanoida)",2006,17,"Institute of Marine Sciences, Middle East Technical University, P.O. Box 28, 33731 Erdemli Mersin, Turkey; School of Oceanography, University of Washington, P.O. Box 355351, Seattle, WA 98195-5351, United States","2-s2.0-33748900282"
"1510","Yakushev E.V., Chasovnikov V.K., Debolskaya E.I., Egorov A.V., Makkaveev P.N., Pakhomova S.V., Podymov O.I., Yakubenko V.G.","The northeastern Black Sea redox zone: Hydrochemical structure and its temporal variability",2006,14,"Southern Branch, the P.P. Shirshov Institute of Oceanology, RAS, Gelendzhik, Russian Federation; P.P. Shirshov Institute of Oceanology, RAS, Moscow, Russian Federation","2-s2.0-33748895919"
"1511","Çoban-Yildiz Y., Fabbri D., Baravelli V., Vassura I., Yilmaz A., Tugrul S., Eker-Develi E.","Analytical pyrolysis of suspended particulate organic matter from the Black Sea water column",2006,9,"BOTAS International Limited, Haydar Aliyev Marine Terminal, Golovasi Mevkii, 01944 Ceyhan, Adana, Turkey; Laboratory of Chemistry, C.I.R.S.A., University of Bologna, Via S.Alberto 163, 48100 Ravenna, Italy; METU-Institute of Marine Sciences, Erdemli, Turkey","2-s2.0-33748951242"
"1512","Hiscock W.T., Millero F.J.","Alkalinity of the anoxic waters in the Western Black Sea",2006,20,"Department MAC, Rosenstiel School of Marine and Atmospheric Science, University of Miami, 4600 Rickenbacker Cswy, Miami, FL 33149, United States","2-s2.0-33748903430"
"1513","Lindner L., Bogutsky A., Gozhik P., Marks L., Lanczont M., Wojtanowicz J.","Correlation of Pleistocene deposits in the area between the Baltic and Black Sea, Central Europe",2006,23,"Institute of Geology, Warsaw University, Zwirki i Wigury 93, PL-02-089 Warszawa, Poland; Faculty of Geography, National Lviv University, Doroshenka 41, 29-000 Lviv, Ukraine; Institute of Geological Sciences, National Academy of Sciences, Gonchara 55B, 01-054 Kyiv 54, Ukraine; Polish Geological Institute, Rakowiecka 4, PL-00-975 Warszawa, Poland; Institute of Earth Sciences, Maria Curie-Sklodowska University, Krasnicka 2D, PL-20-718 Lublin, Poland","2-s2.0-33745685430"
"1514","Kiliç O., Alkan I.","The developments in the World Hazelnut Production and Export, the role of Turkey",2006,5,"Department of Agricultural Economics, Ondokuz Mayis University, Faculty of Agriculture, 55139 Samsun, Turkey","2-s2.0-33750531200"
"1515","Zolotarev V.N., Stadnichenko S.V.","Dependence of specific production of marine invertebrates on their life span: An analytical model",2006,1,"The Odessa Branch of the Institute of Biology of the Southern Seas, National Academy of Sciences of Ukraine, Odessa 65011, Ukraine","2-s2.0-33748207281"
"1516","Ince B.K., Usenti I., Eyigor A., Oz N.A., Kolukirik M., Ince O.","Analysis of methanogenic archaeal and sulphate reducing bacterial populations in deep sediments of the Black Sea",2006,3,"Bogazici University, Institute of Environmental Sciences, Istanbul 34342, Turkey; Department of Environmental Engineering, Department of Molecular Biology and Genetics, Istanbul Technical University, Istanbul 34469, Turkey; Department of Environmental Engineering, Istanbul Technical University, Istanbul 34469, Turkey","2-s2.0-33750008710"
"1517","Vosniakos F., Petre J., Gabriela V., Cruceru L., Nicolau M., Mitrita M., Iancu V., Cruceru I.","Evaluation of the physical-chemical quality state of the Danube Delta aquatic ecosystem during the period 2003-2004",2006,6,"Applied Physics Laboratory, Science Department, Alexander Technological Educational Institute (TEI) of Thessaloniki, P.O. Box 141, 57 400, Thessaloniki, Greece; National Research and Development Institute for Industrial Ecology, 90-92 Sos.Panduri, 050663, Bucharest, Romania; University of Bucharest, Faculty of Chemistry, B-dul. N. Balcescu 1, Bucharest 0700, Romania; Applied Physics Laboratory, Science Department, Technological Educational Institute (TEI) of Thessaloniki, P.O. Box 141, 57 400 Thessaloniki, Greece","2-s2.0-33744502372"
"1518","Oktay E.G.","An example of Turkey's multilateral initiatives in Eurasia: The organization of the Black Sea Economic Cooperation [Türkiye'nin avrasya'daki çok tarafl<U+03B9> girisimlerine bir örnek: Karadeniz Ekonomik Isbirligi Örgütü]",2006,NA,"Hacettepe Üniversitesi, Uluslararas Iliskiler Bolumu Ögretim Üyesi, Ankara, Turkey; Clingendael European Studies Programme, Netherlands Institute of International, Clingendael 7, 2509 AB The Hague, Netherlands","2-s2.0-33845216275"
"1519","Duran M., Suiçmez M., Kayim M., Kaynar Ç.","Preliminary analysis of the biological characteristics of Palaemon elegans (Decapoda, Palaemonidae) in the coast of Sinop, Black Sea, N. Turkey",2006,1,"Department of Biology, Faculty of Science and Arts, University of Pamukkale, Denizli, Turkey; Department of Biology, Faculty of Science and Arts, University of Gaziosmanpasa, Tokat, Turkey; University of Gaziosmanpasa, College of Almus, Tokat, Turkey; Department of Biology, Faculty of Science and Arts, University of Pamukkale, 20017 Denizli, Turkey","2-s2.0-33745315634"
"1520","Oguz T., Dippner J.W., Kaymaz Z.","Climatic regulation of the Black Sea hydro-meteorological and ecological properties at interannual-to-decadal time scales",2006,74,"Institute of Marine Sciences, Middle East Technical University, P. O. Box 28, Erdemli, 33731 Mersin, Turkey; Baltic Research Institute, Warnemünde, Seestr. 15, D-18119 Rostock, Germany; Department of Meteorology, Istanbul Technical University, Istanbul, Turkey","2-s2.0-33747617362"
"1521","Greinert J., Artemov Y., Egorov V., De Batist M., McGinnis D.","1300-m-high rising bubbles from mud volcanoes at 2080 m in the Black Sea: Hydroacoustic characteristics and temporal variability",2006,107,"Leibniz-Institute of Marine Sciences, Kiel University (IFM-GEOMAR), Wischhofstrasse 1-3, D-24148 Kiel, Germany; Institute of Biology of the Southern Seas (IBSS), Nakhimov Prosp., UA-99011 Sevastopol, Ukraine; Renard Centre of Marine Geology, Ghent University (RCMG), Krijgslaan 281 s.8, B-9000 Gent, Belgium; Swiss Federal Institute for Environmental Science and Technology (EAWAG), Seestrasse 79, CH-6047 Kastanienbaum, Switzerland; GNS Sciences, 1 Fairway Drive, Lower Hutt, New Zealand","2-s2.0-33645533099"
"1522","Avramov V.I., Jordanova D., Hoffmann V., Roesler W.","The role of dust source area and pedogenesis in three loess-palaeosol sections from North Bulgaria: A mineral magnetic study",2006,8,"Geophysical Institute BAS, Acad. Bonchev str., 1113 Sofia, Bulgaria; Institute for Geosciences, Univ. Tübingen, Sigwartstrasse 10, 72076 Tübingen, Germany","2-s2.0-33646755173"
"1523","Fukunishi Y., Masuda R., Yamashita Y.","Ontogeny of tolerance to and avoidance of ultraviolet radiation in red sea bream Pagrus major and black sea bream Acanthopagrus schlegeli",2006,8,"Fisheries Research Station, Field Science Education and Research Center, Kyoto University, Maizuru, Kyoto 625-0086, Japan","2-s2.0-33645747658"
"1524","Schubert C.J., Durisch-Kaiser E., Holzner C.P., Klauser L., Wehrli B., Schmale O., Greinert J., McGinnis D.F., De Batist M., Kipfer R.","Methanotrophic microbial communities associated with bubble plumes above gas seeps in the Black Sea",2006,14,"Department of Surface Waters, Swiss Federal Institute of Aquatic Science and Technology (EAWAG), Seestrasse 79, CH-6047 Kastanienbaum, Switzerland; Department of Water Resources and Drinking Water, Swiss Federal Institute of Aquatic Science and Technology (EAWAG), CH-8600 Dubendorf, Switzerland; Department of Environmental Physics, Swiss Federal Institute of Technology (ETH), CH-8902 Zurich, Switzerland; Leibniz-Institute of Marine Sciences at Kiel University (IFM-GEOMAR), Wischhofstrajie 1-3, D-24148 Kiel, Germany; Department of Applied Aquatic Ecology, Swiss Federal Institute of Aquatic Science and Technology (EAWAG), Seestrasse 79, CH-6047 Kastanienbaum, Switzerland; Renard Centre of Marine Geology, Department of Geology and Soil Science, Ghent University, B-9000 Ghent, Belgium; Department of Isotope Geology, Swiss Federal Institute of Technology (ETH), CH-8902 Zurich, Switzerland","2-s2.0-71849083276"
"1525","Kessler J.D., Reeburgh W.S., Southon J., Seifert R., Michaelis W., Tyler S.C.","Basin-wide estimates of the input of methane from seeps and clathrates to the Black Sea",2006,38,"Department of Earth System Science, University of California Irvine, Irvine, CA 92697-3100, United States; Institute for Biogeochemistry and Marine Chemistry, University of Hamburg, Bundesstrasse 55, 20146 Hamburg, Germany; Department of Geosciences, Princeton University, Guyot Hall, Princeton, NJ 08544-1003, United States","2-s2.0-33644909042"
"1526","Popescu I., De Batist M., Lericolais G., Nouzé H., Poort J., Panin N., Versteeg W., Gillet H.","Multiple bottom-simulating reflections in the Black Sea: Potential proxies of past climate conditions",2006,37,"Renard Centre of Marine Geology (RCMG), Universiteit Gent, Krijgslaan 281 S8, B-9000 Gent, Belgium; GeoEcoMar Bucharest, Str. D. Onciul 23-25, RO-024053, Romania; IFREMER Brest, DRO/GM LES, BP 70, F-29280 Plouzané, France","2-s2.0-33644751227"
"1527","Naudts L., Greinert J., Artemov Y., Staelens P., Poort J., Van Rensbergen P., De Batist M.","Geological and morphological setting of 2778 methane seeps in the Dnepr paleo-delta, northwestern Black Sea",2006,74,"Renard Centre of Marine Geology (RCMG), Universiteit Gent, Krijgslaan 281 s8, B-9000 Gent, Belgium; Leibniz-Institut für Meereswissenschaften IFM-GEOMAR, Wischhofstrasse 1-3, 24148 Kiel, Germany; A.O. Kovalevsky Institute of Biology of the Southern Seas NAS of Ukraine, Pr. Nakhimov 2, 99011 Sevastopol, Ukraine","2-s2.0-33644774351"
"1528","Duman M., Duman S., Lyons T.W., Avci M., Izdar E., Demirkurt E.","Geochemistry and sedimentology of shelf and upper slope sediments of the south-central Black Sea",2006,11,"Institute of Marine Science and Technology, Dokuz Eylül University, Haydar Aliyev Bulvari, No. 10, Inciralti-Izmir, 35340, Turkey; Department of Earth Sciences, University of California, Riverside, CA, United States; Piri Reis Foundation for Maritime and Marine Resources, Research, Development and Education, PK 49, Izmir, 35210, Turkey","2-s2.0-32944457956"
"1529","Covaci A., Gheorghe A., Hulea O., Schepens P.","Levels and distribution of organochlorine pesticides, polychlorinated biphenyls and polybrominated diphenyl ethers in sediments and biota from the Danube Delta, Romania",2006,97,"Toxicological Centre, University of Antwerp, Universiteitsplein 1, 2610 Wilrijk, Belgium; Department of Analytical Chemistry, Faculty of Chemistry, University of Bucharest, Soseaua Panduri 90-92, 050663 Bucharest, Romania; Romanian Ornithological Society, 16 Marasti Avenue, 323+324, 011466 Bucharest, Romania","2-s2.0-30144442386"
"1530","Yavuz F., Ercisli S.","Outlook for Turkey's hazelnut sector",2006,2,"Department of Agricultural Economics, Agricultural Faculty, Ataturk University, 25240 Erzurum, Turkey; Department of Horticulture, Agricultural Faculty, Ataturk University, Erzurum, Turkey","2-s2.0-33745627460"
"1531","Gaines A.F., Copeland G.M., Çoban-Yildiz Y., Özsoy E., Davie A.M., Konovalov S.K.","The contrasting oceanography of the Rhodes Gyre and the Central Black Sea",2006,5,"Strathclyde University, Department of Civil Engineering, Glasgow, United Kingdom; BOTAS International Limited, BTC Pipeline Operator, Haydar Aliyev Marine Terminal, Adana, Turkey; Middle East Technical University, Institute of Marine Sciences, Içel, Turkey; Edinburgh University, Department of Mathematics and Statistics, Edinburgh, United Kingdom; Marine Hydrophysical Institute, NASU, Sevastopol, Ukraine","2-s2.0-33646564992"
"1532","Kvach Y.","A morphological study of Acanthocephaloides propinquus (Acanthocephala, Arhythmacanthidae) parasitising gobiid fishes (Teleostei, Gobiidae) in the northwestern Black Sea",2006,3,"Odessa Branch, Institute of Biology of Southern Seas, National Academy of Sciences of Ukraine, 37 Pushkinska Street, 65-011 Odessa, Ukraine","2-s2.0-33645964619"
"1533","Sekeroglu N., Özkutlu F., Deveci M., Dede Ö., Yilmaz N.","Evaluation of some wild plants aspect of their nutritional values used as vegetable in Eastern Black Sea region of Türkiye",2006,13,"Department of Field Crops, Faculty of Ordu Agricultural, Karadeniz Technical University, 52200, Ordu, Turkey; Department of Soil Science and Plant Nutrition, Faculty of Ordu Agricultural, Karadeniz Technical University, 52200, Ordu, Turkey","2-s2.0-33646349254"
